Article,Actual Summary,Predicted Summary,ROUGE-1 Precision
"summarize: Oscar host Rock to keep it clean
 
 Oscar host Chris Rock said he will steer clear of bad language when he fronts the awards on 27 February.
 
 The comedian, who recently got into trouble for poking fun at the ceremony, is renowned for his heavy use of expletives during his stand-up routine. The live ceremony will be broadcast with a transmission delay on US network ABC to ensure swear words are removed. ""I've been on TV and been funny not cursing,"" he said during an interview for CBS network's 60 Minutes show. ""As far as content is concerned, I will talk about the movies. I'm not really worried about it. I'm sure ABC might be more worried about it than me,"" he added.
 
 The 40-year-old comedian caused a furore when he said in an interview with US magazine Entertainment Weekly recently that he hardly ever watched the Oscars and labelled awards ceremonies ""idiotic"". The show's producers defended Rock and confirmed that he would still be presenting the Oscar ceremony, saying his comments were ""humorous digs"". Meanwhile, the Academy has announced that Oscar-nominated actress Natalie Portman will present an award at the ceremony. Portman, who has been nominated for a best supporting actress gong for her role in Mike Nichols' Closer, joins a growing list of stars set to bestow an award at the ceremony including Dustin Hoffman, Drew Barrymore, Renee Zellweger and British-born actress Kate Winslet.
","The 40-year-old comedian caused a furore when he said in an interview with US magazine Entertainment Weekly recently that he hardly ever watched the Oscars and labelled awards ceremonies ""idiotic"".Meanwhile, the Academy has announced that Oscar-nominated actress Natalie Portman will present an award at the ceremony.I'm sure ABC might be more worried about it than me,"" he added.Portman, who has been nominated for a best supporting actress gong for her role in Mike Nichols' Closer, joins a growing list of stars set to bestow an award at the ceremony including Dustin Hoffman, Drew Barrymore, Renee Zellweger and British-born actress Kate Winslet.The live ceremony will be broadcast with a transmission delay on US network ABC to ensure swear words are removed.","summarize: Oscar host Rock to keep it clean during his stand-up routine. The live ceremony will be broadcast with a transmission delay on US network ABC to ensure swear words are removed. ""I've been on TV and been funny not cursing,"" he said during an interview for CBS network's 60 Minutes show. ""As far as content is concerned, I will talk about the movies. I'm not really worried about it when he fronts the awards on 27 February.” �� �� † The comedian, who recently got into trouble for poking fun at the ceremony, is renowned for his heavy use of expletives during his comedy-down routine. ” ”Eve ever watched the Oscars and been",0.4186046511627907
"summarize: Nortel in $300m profit revision
 
 Telecoms equipment maker Nortel Networks has sharply revised downwards its profits for the 2003 fiscal year.
 
 In a long-awaited filing, Nortel said it had made $434m (£231m), compared to the previously reported $732m. But the figures - revised after an audit which led to the sacking of the Canadian firm's chief - showed revenue was about 4% higher than first thought. Nortel shares, which have lost nearly 50% of their value since last year, climbed 1.46% in Toronto on Tuesday. Nortel's head Frank Dunn and two other executives were fired in January last year after the company announced it had conducted the internal audit. Securities and police authorities in both the US and Canada are still conducting inquiries into the accounts.
 
 Nortel also issued new figures for the 2001-2002 period, which they had previously indicated had understated losses. ""With the completion of our restatements we have a solid foundation on which to move forward with our business,"" said Nortel president and chief executive Bill Owens. ""The restatement has been a monumental task, both complex and demanding."" The company also said 12 senior executives - none of whom were involved directly in the accounting of the revised figures - have voluntarily agreed to repay to bonuses awarded in 2003 totalling $8.6m. Nortel added: ""these members of the core executive team share the board's deep disappointment over the circumstances that led to the restatement.""
","""With the completion of our restatements we have a solid foundation on which to move forward with our business,"" said Nortel president and chief executive Bill Owens.Nortel added: ""these members of the core executive team share the board's deep disappointment over the circumstances that led to the restatement.""Telecoms equipment maker Nortel Networks has sharply revised downwards its profits for the 2003 fiscal year.Nortel also issued new figures for the 2001-2002 period, which they had previously indicated had understated losses.In a long-awaited filing, Nortel said it had made $434m (£231m), compared to the previously reported $732m.","summarize: Nortel in $300m profit profit revision by $1.46% in Toronto on Tuesday. No profit on $250m profit in $100m profit bid by $2.26% in 2016. In a long-awaited filing, Nortel said it had made $434m (£231m), compared to the previously reported $732m. But the figures - revised after an audit which led to the sacking of the Canadian firm's chief - showed revenue was about 4% higher than first thought. Nortel's head Frank Dunn and two other executives were fired in January last year after the company announced it had conducted the internal audit. Securities and police authorities in both the US and Canada are still",0.37254901960784315
"summarize: Intel unveils laser breakthrough
 
 Intel has said it has found a way to put a silicon-based laser on a chip, raising hopes of much faster networks.
 
 Scientists at Intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light. The breakthrough should make it easier to interconnect data networks with the chips that process the information. The Intel researchers said products exploiting the breakthrough should appear by the end of the decade.
 
 ""We've overcome a fundamental limit,"" said Dr Mario Paniccia, director of Intel's photonics technology lab. Writing in the journal Nature, Dr Paniccia - and colleagues Haisheng Rong, Richard Jones, Ansheng Liu, Oded Cohen, Dani Hak and Alexander Fang - show how they have made a continuous laser from the same material used to make computer processors. Currently, says Dr Paniccia, telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials, such as gallium arsenide, used to make it.
 
 Telecommunications firms and chip makers would prefer to use silicon for these light-moving elements because it is cheap and many of the problems of using it in high-volume manufacturing have been solved. ""We're trying to take our silicon competency in manufacturing and apply it to new areas,"" said Dr Paniccia. While work has been done to make some of the components that can move light around, before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances. This is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables. This improved amplification is due to the crystalline structure of the silicon used to make computer chips. Dr Paniccia said that the structure of silicon meant that when laser light passed through it, some colliding photons rip electrons off the atoms within the material. ""It creates a cloud of electrons sitting in the silicon and that absorbs all the light,"" he said. But the Intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light. Even better, the laser light produced in this way can, with the help of easy-to-make filters, be tuned across a very wide range of frequencies. Semi-conductor lasers made before now have only produced light in a narrow frequency ranges. The result could be","While work has been done to make some of the components that can move light around, before now silicon has not successfully been used to generate or amplify the laser light pulses used to send data over long distances.Dr Paniccia said the work was the one of several steps needed if silicon was to be used to make components that could carry and process light in the form of data pulses.Dr Paniccia said that the structure of silicon meant that when laser light passed through it, some colliding photons rip electrons off the atoms within the material.Scientists at Intel have overcome a fundamental problem that before now has prevented silicon being used to generate and amplify laser light.But the Intel researchers have found a way to suck away these errant electrons and turn silicon into a material that can both generate and amplify laser light.""It creates a cloud of electrons sitting in the silicon and that absorbs all the light,"" he said.Currently, says Dr Paniccia, telecommunications equipment that amplifies the laser light that travels down fibre optic cables is very expensive because of the exotic materials, such as gallium arsenide, used to make it.This is despite the fact that silicon is a much better amplifier of light pulses than the form of the material used in fibre optic cables.","summarize: Intel unveils laser breakthrough at the end of the decade. It should make it easier to interconnect data networks with the chips that process the information. In the Intel researchers said it has found a way to put a silicon-based laser on a chip, raising hopes of much faster networks. It could be used to make chips that can, with the help of Intel's photonics technology lab,",0.18141592920353983
"summarize: Usher leads Soul Train shortlist
 
 Chart-topping R&B star Usher is leading the field at this year's Soul Train Awards, with five nominations.
 
 The singer, whose album Confessions has sold close to eight million copies in the US alone, is already in the running for eight Grammy Awards. Newcomer Ciara - who recently beat Elvis Presley to the UK number one spot - has four nominations, while Alicia Keys has three. The Soul Train Awards ceremony will take place in Hollywood on 28 February.
 
 Usher has already swept the board at the American Music Awards with four titles, including two best album awards. His Soul Train nominations include best male R&B-soul album and best male R&B-soul single for Confessions Part II. Usher's work with rappers Ludacris & Lil Jon won him nominations for best R&B-soul or rap music video and best R&B-soul or rap dance cut for the song Yeah!, while his duet with Keys, My Boo, earned the pair a nod for best R&B-soul single. Keys' album The Diary of Alicia Keys was also up for best R&B-soul album by a female. Her song If I Ain't Got You received a best single nomination in the female R&B-soul category. Newcomer Ciara's four nominations include best female R&B-soul album and best R&B-soul or rap by a new artist. Beyonce, Prince, Destiny's Child, Jill Scott and New Edition all received two nominations each. The Soul Train Music Awards, which started 18 years ago, celebrates artists in R&B, hip-hop, rap and gospel music.
","Newcomer Ciara's four nominations include best female R&B-soul album and best R&B-soul or rap by a new artist.His Soul Train nominations include best male R&B-soul album and best male R&B-soul single for Confessions Part II.Usher's work with rappers Ludacris & Lil Jon won him nominations for best R&B-soul or rap music video and best R&B-soul or rap dance cut for the song Yeah!, while his duet with Keys, My Boo, earned the pair a nod for best R&B-soul single.Usher has already swept the board at the American Music Awards with four titles, including two best album awards.Keys' album The Diary of Alicia Keys was also up for best R&B-soul album by a female.","summarize: Usher leads Soul Train shortlist at the American Music Awards with four titles, including two best album awards. Season-topping R&B star Usher is leading the field at this year's Soul Train Awards, with five nominations. Season’s Commercial on 28 February. 2017 Â �� The singer, whose album Confessions has sold close to eight million copies in the US alone, is already in the running for eight Grammy Awards. Newcomer Ciara - who recently beat Elvis Presley to the UK number one spot - has four nominations, while Alicia Keys has three. The Soul Train Academy ceremony will take place in Hollywood on 28 Feb. 2017, with a $1,000,",0.3208955223880597
"summarize: Councils'must find Gypsy sites'
 
 Ministers are telling councils to find more sites for travellers, amid continuing rows concerning a string of unauthorised encampments.
 
 Councils are also to be given stronger powers to move on illegal settlements by Gypsy communities on rural land. More money is to be given to councils to develop official caravan parks, said housing minister Yvette Cooper. In November, MPs urged ministers to make councils create sites because 3,500 travellers have no place to stop. Ms Cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places. That scheme has paid out £25m in four years, with £8m available for 2005.
 
 ""There are two major problems in the planning system at the moment concerning Gypsy and traveller sites,"" said Ms Cooper. ""Firstly, local authorities are not identifying enough appropriate locations either for private or public sites. And secondly, they do not have enough powers to deal swiftly with development on inappropriate sites. ""The result is that there are too many developments on inappropriate sites, causing tensions and difficulties for both the neighbouring communities and the Gypsies and travellers. ""That is why we are consulting on a new obligation on local authorities to identify more appropriate sites, as well as new powers to take immediate action if the development is in the wrong place and cannot be tolerated in even the short-term because of risk to local amenity and the environment."" Under the new regulations, expected to be in force in the spring, officials will be able to serve ""temporary stop notices"" aimed at preventing works on a site before a council has had chance to obtain a full legal ban. Many MPs with rural constituencies, particularly in eastern England, have been pressing the government to create stronger enforcement powers, saying villagers are suffering because of the legal delays in removing illegal encampments.
 
 Andrew Ryder, of the Traveller Law Reform Coalition, said: ""We welcome talk about an obligation on councils to identify land for Gypsies and travellers, so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored. ""New accommodation proposals for travellers need to be backed up with decent funding and intervention by the government when councils attempt to dodge their responsibilities towards travellers, as they often do. ""Living on the side of the road or being worn down by planning appeals, legal action and eviction is no one's idea of fun."" In their November report","In November, MPs urged ministers to make councils create sites because 3,500 travellers have no place to stop.Ms Cooper said an annual scheme to refurbish existing traveller sites would now be extended to consider council bids for new stopping places.""There are two major problems in the planning system at the moment concerning Gypsy and traveller sites,"" said Ms Cooper.Numerous communities and councils were paying for lengthy and expensive evictions against travelling communities, said the MPs.More money is to be given to councils to develop official caravan parks, said housing minister Yvette Cooper.Under the new regulations, expected to be in force in the spring, officials will be able to serve ""temporary stop notices"" aimed at preventing works on a site before a council has had chance to obtain a full legal ban.In their November report, MPs from the committee scrutinising the Office for the Deputy Prime Minister, responsible for housing, said most illegal traveller encampments were caused by a lack of places to stop.Andrew Ryder, of the Traveller Law Reform Coalition, said: ""We welcome talk about an obligation on councils to identify land for Gypsies and travellers, so long as it is a real obligation as opposed to a recommendation which could be and was easily ignored.","summarize: Councils'must find Gypsy sites' to develop official caravan parks, said housing minister Yvette Cooper. In November, MPs urged ministers to make councils create sites because 3,500 travellers have no place to stop. Ms Cooper said an annual scheme to refurbish existing traveller sites would now be extended to find more sites for travellers, amid continuing rows concerning a string of unauthorised encampments. The Government is also to be given stronger powers to move on illegal settlements by Gypsy communities on rural land. More money is to be give to councils to develop Official caravan parks and more than £1m is to increase sites because three,500 traveller have no places to stop, Ms Cooper, said in November,",0.397196261682243
"summarize: GB quartet get cross country call
 
 Four British athletes have been pre-selected to compete at the World Cross Country Championships in March after impressive starts to the season.
 
 Hayley Yelling, Jo Pavey, Karl Keska and Adam Hickey will represent Team GB at the event in France. Yelling clinched the women's European cross country title last month and Pavey followed up with bronze. Keska helped the men's team to overall third place while Hickey finished in 10th place on his junior debut. ""Winning the European cross country title meant so much to me,"" said Yelling. ""And being pre-selected for the Worlds means that I can focus on preparing in the best way possible."" The 32-year-old will race alongside Olympic 5,000m finalist Pavey in the women's 8km race on 19 March. Keska, who has made a successful return from a long-term injury lay-off, contests the men's 12km race on 20 March, while 16-year-old Hickey goes in the junior men's 8km on the same day. The rest of the team will be named after the trials at Wollaton Park in Nottingham, which take place on 5 March.
","Yelling clinched the women's European cross country title last month and Pavey followed up with bronze.Keska, who has made a successful return from a long-term injury lay-off, contests the men's 12km race on 20 March, while 16-year-old Hickey goes in the junior men's 8km on the same day.The 32-year-old will race alongside Olympic 5,000m finalist Pavey in the women's 8km race on 19 March.""Winning the European cross country title meant so much to me,"" said Yelling.","summarize: GB quartet get cross country finish in 10th place on his junior debut. “Winning the European cross country title meant so much to me,"" said Yelling. ""And being pre-selected for the World Cross Country Championships in March after impressive starts to the season.” He’s on his senior debut. Hayley Yelling, Jo Pavey, Karl Keska and Adam Hickey will represent Team GB at the event in France. Yelling clinched the women's European Cross country title last month and a pavey followed up with bronze. Keska helped the men's team to overall third place while Hickey finished in10th Place on his Junior debut. ""Win",0.5555555555555556
"summarize: Gritty return for Prince of Persia
 
 Still basking in the relatively recent glory of last year's Sands Of Time, the dashing Prince of Persia is back in Warrior Within, and in a more bellicose mood than last time.
 
 This sequel gives the franchise a grim, gritty new look and ramps up the action and violence. As before, you control the super-athletic prince from a third-person perspective. The time-travelling plot hinges on the Dahaka, an all-consuming monster pursuing our hero through the ages. The only way to dispel it is to turn back the clock again and kill the sultry Empress Of Time before she ever creates the Sands of Time that caused the great beast's creation.
 
 Studiously structured though this back story is, everything boils down to old-fashioned fantasy gameplay which proves, on the whole, as dependable as it needs to be. Ever since the series' then-groundbreaking beginnings on the Commodore Amiga, Prince of Persia has always been about meticulously-animated acrobatic moves, that provide an energetic blend of leaping preposterously between pieces of scenery and lopping off enemies' body parts.
 
 Those flashy moves are back in full evidence, and tremendous fun to perform and perfect. Combining them at speed is the best fun, although getting a handle of doing so takes practice and plenty of skill. Until you reach that point, it is a haphazard business. All too often, you will perform a stunning triple somersault, pirouette off a wall, knock out three enemies in one glorious swoop, before plummeting purposefully over a cliff to your doom. That in turn can mean getting set back an annoyingly long distance, for you can only save at the fountains dotted along the path. The expected fiendish puzzles are all present and correct, but combat is what is really been stepped up, and there is more of it than before. The game's developers have combined acrobatic flair with gruesome slaying techniques in some wonderfully imaginative ways. Slicing foes down the middle is one particularly entertaining method of seeing them off.
 
 Warrior Within is a very slick package; the game's intro movie is so phenomenally good that it actually does an ultimate disservice once the game itself commences.
 
 It is on a par with the jaw-dropping opening sequence of Onimusha 3 earlier this year, and when the game begins","Still basking in the relatively recent glory of last year's Sands Of Time, the dashing Prince of Persia is back in Warrior Within, and in a more bellicose mood than last time.Warrior Within is a very slick package; the game's intro movie is so phenomenally good that it actually does an ultimate disservice once the game itself commences.The only way to dispel it is to turn back the clock again and kill the sultry Empress Of Time before she ever creates the Sands of Time that caused the great beast's creation.Those flashy moves are back in full evidence, and tremendous fun to perform and perfect.That in turn can mean getting set back an annoyingly long distance, for you can only save at the fountains dotted along the path.There is something strangely unsatisfying about the game.It just does not quite take the character to the new heights that might have been hoped for.Ever since the series' then-groundbreaking beginnings on the Commodore Amiga, Prince of Persia has always been about meticulously-animated acrobatic moves, that provide an energetic blend of leaping preposterously between pieces of scenery and lopping off enemies' body parts.It is on a par with the jaw-dropping opening sequence of Onimusha 3 earlier this year, and when the game begins, it is something of an anti-clim","summarize: Gritty return for Prince of Persia, and in a more bellicose mood than last time. This sequel gives the franchise a grim, gritty new look and ramps up the action and violence. As before, you control the super-athletic prince from a third-person perspective. The time-travelling plot hinges on the Dahaka, an all-consuming monster pursuing our hero through the ages. The only way to dispel it is to turn back the clock again and kill the sultry Empress Of Time before she ever creates the Sands of Time that caused the great beast's creation. It is on a par with the battle and violence of this back story is, everything boils down to old-",0.33043478260869563
"summarize: World tour for top video gamers
 
 Two UK gamers are about to embark on a world tour as part of the most lucrative-ever global games tournament.
 
 Aaron Foster and David Treacy have won the right to take part in a tournament offering $1m in total prize money. The cash will be handed out over 10 separate competitions in a continent-hopping contest organised by the Cyberathlete Professional League. As part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts.
 
 The CPL World Tour kicks off in mid-February and the first leg will be in Istanbul. All ten bouts of the tournament will be played throughout 2005, each one in a different country. At each stop $50,000 in prize money will be up for grabs. The tournament champion for each leg of the CPL World Tour will walk away with a $15,000 prize. The winner of the grand final will get a prize purse of $150,000 from a total pot of $500,000.
 
 Winners of each stage of the tour automatically get a place at the next stop. The world tour stops are open to any keen gamer that registers. Online registration for the first stop opens this weekend. Some pro-players are winning a spot at the tour destinations through qualifying events organised by CPL partners. Winners at these qualifiers get seeded higher in the elimination parts of each tournament. Mr Foster and Mr Treacy get the chance to attend the World Tour as members of the UK's Four-Kings gaming clan. Towards the end of 2004 Four-Kings staged a series of online Painkiller competitions to reveal the UK's top players of the PC game. The best eight players met face-to-face in a special elimination event in late December where Mr Foster and Mr Tracey proved their prowess at Painkiller. As part of their prize the pair also get a contract with Four-Kings Intel which is one of the UK's few pro-gaming teams. ""There are a lot of people who take gaming very seriously and support their local or national team with the same passion as any other sport,"" said Simon Bysshe who filmed the event for Four-Kings and Intel. More than 80,000 people have downloaded the movie of the tournament highlights. ""Professional gaming is here to stay and will only grow in popularity,"" he said.
","The tournament champion for each leg of the CPL World Tour will walk away with a $15,000 prize.Mr Foster and Mr Treacy get the chance to attend the World Tour as members of the UK's Four-Kings gaming clan.As part of their prize the pair also get a contract with Four-Kings Intel which is one of the UK's few pro-gaming teams.Two UK gamers are about to embark on a world tour as part of the most lucrative-ever global games tournament.Aaron Foster and David Treacy have won the right to take part in a tournament offering $1m in total prize money.The world tour stops are open to any keen gamer that registers.Winners of each stage of the tour automatically get a place at the next stop.Winners at these qualifiers get seeded higher in the elimination parts of each tournament.As part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts.",summarize: World tour for top video gamers as well as the most lucrative-ever global games tournament. This is the first time Aaron Foster and David Treacy have won the right to take part in a tournament offering $1m in total prize money. The cash will be handed out over 10 separate competitions in a continent-hopping contest organised by the Cyberathlete Professional League. As part of their prize the pair will have their travel costs paid to ensure they can get to the different bouts. This ers 住 Â ˏ  ˚ ˆ The CPL World Tour kicks off in mid-February and the first leg will be in Istanbul. All ten bouts of the tournament will be,0.42196531791907516
"summarize: Turkey knocks six zeros off lira
 
 Turkey is to relaunch its currency on Saturday, knocking six zeros off the lira in the hope of boosting trade and powering its growing economy.
 
 The change will see the end of such dizzyingly-high denominations as five million lira - enough for a short taxi ride - and the 20m note, worth $15. These valuations were the product of decades of inflation which, as recently as 2001, was as high as 70%. Inflation has since been tamed and economic prospects are improving.
 
 The currency - officially to be known as the new lira - will be launched at midnight on 1 January. From that point, the one-million lira note will become the new one-lira coin. The government hopes the change will be seen as a promise of growing economic stability as Turkey embarks on the long process of trying to join the European Union.
 
 On an everyday level, it is hoped the change will stimulate more international trade and end confusion among foreign investors and Turks alike. ""The transition to the new Turkish lira shows clearly that our economy has broken the vicious circle that it was imprisoned in for long years,"" said Sureyya Serdengecti, head of the Turkish Central Bank. ""The new lira is also the symbol of the stable economy that we dreamed of for long years.""
 
 The Turkish economy teetered on the brink of collapse in 2001 when the lira plunged in value and two million people lost their jobs.
 
 Turkey had to turn to the International Monetary Fund for financial assistance, accepting a $18bn loan in return for pushing through a wide-ranging austerity programme. These tough measures have borne fruit. Inflation fell below 10% earlier this year for the first time in decades while exports are up 30% this year. Meanwhile, the economy is expanding at a healthy rate, with 7.9% growth expected in 2004. The government hopes that the new currency will cement the country's economic progress, two weeks after EU leaders set a date for the start of Turkey's accession talks.
 
 The slimmed-down lira is likely to be widely welcomed by the business community.
 
 ""The Turkish lira has been like funny money,"" Tevfik Aksoy, chief Turkish economist for Deutsche Bank, told Associated Press. ""Now at least in cosmetic terms it will look like real currency.""","""The transition to the new Turkish lira shows clearly that our economy has broken the vicious circle that it was imprisoned in for long years,"" said Sureyya Serdengecti, head of the Turkish Central Bank.The Turkish economy teetered on the brink of collapse in 2001 when the lira plunged in value and two million people lost their jobs.""The new lira is also the symbol of the stable economy that we dreamed of for long years.""Turkey is to relaunch its currency on Saturday, knocking six zeros off the lira in the hope of boosting trade and powering its growing economy.The currency - officially to be known as the new lira - will be launched at midnight on 1 January.""The Turkish lira has been like funny money,"" Tevfik Aksoy, chief Turkish economist for Deutsche Bank, told Associated Press.From that point, the one-million lira note will become the new one-lira coin.""If a person has 10 billion lira in investments this will suddenly decrease,"" shop owner Hayriye Evren, told Associated Press.The change will see the end of such dizzyingly-high denominations as five million lira - enough for a short taxi ride - and the 20m note, worth $15.","summarize: Turkey knocks six zeros off lira in the hope of boosting trade and powering its growing economy. It is to relaunch its currency on Saturday, with the end of such dizzyingly-high denominations as five million lira - enough for a short taxi ride - and the 20m note, worth $15. These valuations were the product of decades of inflation which, as recently as 2001, was as high as 70%. Inflation has since been tamed and economic prospects are improving. Now at least in cosmetic terms it will be like funny money, Tevfik Aksoy, chief Turkish economist for Deutsche Bank, told Associated Press. The one-million lira note will become the new",0.415
"summarize: Mobile multimedia slow to catch on
 
 There is no doubt that mobile phones sporting cameras and colour screens are hugely popular. Consumers swapping old phones for slinkier, dinkier versions are thought to be responsible for a 26% increase in the number of phones sold during the third quarter of 2004, according to analysts Gartner More than 167 million handsets were sold between July and September 2004, a period that, according to Gartner analyst Carolina Milanesi is ""seldom strong"". But although consumers have mobiles that can take and send snaps, sounds and video clips few, so far, are taking the chance to do so.
 
 In fact, the numbers of people not taking and sending pictures, audio and video is growing. Figures gathered by Continental Research shows that 36% of British camera phone users have never sent a multimedia message (MMS), up from 7% in 2003. This is despite the fact that, during the same period, the numbers of camera phones in the UK more than doubled to 7.5 million. Getting mobile phone users to send multimedia messages is really important for operators keen to squeeze more cash out of their customers and offset the cost of subsidising the handsets people are buying. The problem they face, said Shailendra Jain, head of MMS firm Adamind, is educating people in how to send the multimedia messages using their funky handsets.
 
 ""Also,"" he said, ""they have to simplify the interface so its not rocket science in terms of someone understanding it."" Research bears out the suspicion that people are not sending multimedia messages because they do not know how to. According to Continental Research, 29% of the people it questioned said they were technophobes that tended to shy away from innovation. Only 11% regarded themselves as technically savvy enough to send a picture or video message. The fact that multimedia services are not interoperable across networks and phones only adds to people's reluctance to start sending them, said Mr Jain. ""They ask themselves: 'If I'm streaming video from one handset to another will it work?'"" he said. ""There's a lot of user apprehension about that.""
 
 There are other deeper technical reasons why multimedia messages are not being pushed as strongly as they might. Andrew Bud, executive chairman of messaging firm Mblox, said mobile phone operators cap the number of messages that can be circulating at any one time for fear of overwhelming the system. ""The rate we can send MMS into","Getting mobile phone users to send multimedia messages is really important for operators keen to squeeze more cash out of their customers and offset the cost of subsidising the handsets people are buying.The problem they face, said Shailendra Jain, head of MMS firm Adamind, is educating people in how to send the multimedia messages using their funky handsets.Andrew Bud, executive chairman of messaging firm Mblox, said mobile phone operators cap the number of messages that can be circulating at any one time for fear of overwhelming the system.The fact that multimedia services are not interoperable across networks and phones only adds to people's reluctance to start sending them, said Mr Jain.Figures gathered by Continental Research shows that 36% of British camera phone users have never sent a multimedia message (MMS), up from 7% in 2003.Until then, multimedia will be a message that is not getting through.Research bears out the suspicion that people are not sending multimedia messages because they do not know how to.""The rate we can send MMS into the mobile network is fairly constant,"" he said.While not multimedia messaging, such a system gets people used to seeing their phones as a device that can handle all different types of content.he said.But when networks do find a good way to get multimedia to their customers, the results can be dramatic.No-one wants to take","summarize: Mobile multimedia slow to catch on as iph Â 个 Â There is no doubt that mobile phones sporting cameras and colour screens are hugely popular. Consumers swapping old phones for slinkier, dinkier versions are thought to be responsible for a 26% increase in the number of phones sold during the third quarter of 2004, according to analysts Gartner More than 167 million handsets were sold between July and September 2004, a period that, in according to G-ner analyst Carolina Milanesi is ""seldom strong"". But although consumers have mobiles that can take and send snaps, sounds and video clips few, so far, are taking the chance to do so.1   ",0.18143459915611815
"summarize: Actress Roberts takes spider role
 
 Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.
 
 She will voice Charlotte, who teams up with a girl to save their friend Wilbur the pig, in the story by EB White. The film - a mix of live action and animation - will be Roberts' first project since the birth of her twins, Hazel and Phinnaeus, two months ago. Oprah Winfrey will voice a goose, John Cleese will voice a sheep and Steve Buscemi a rat in the 2006 film.
 
 Ten-year-old Dakota Fanning will play Fern, the girl at the centre of the story, in the film to be directed by 13 Going on 30 film-maker Gary Winick. Filming is due to begin in Melbourne, Australia, later this month. Charlotte's Web has sold 45 million copies since it was published in 1952. An animated version was made in 1973 but this will be the first live action film. The actor who will voice Wilbur the pig has yet to be revealed.
","The film - a mix of live action and animation - will be Roberts' first project since the birth of her twins, Hazel and Phinnaeus, two months ago.An animated version was made in 1973 but this will be the first live action film.Actress Julia Roberts will play the part of a spider in a new film version of children's classic Charlotte's Web.Oprah Winfrey will voice a goose, John Cleese will voice a sheep and Steve Buscemi a rat in the 2006 film.","summarize: Actress Roberts takes spider role in a new film version of children's classic Charlotte's Web. Â ; She will voice Charlotte, who teams up with a girl to save their friend Wilbur the pig, in the story by EB White. The film - a mix of live action and animation - will be Roberts' first project since the birth of her twins, Hazel and Phinnaeus, two months ago. Oprah Winfrey will voice a sheep and Steve Buscemi a rat in the 2006 film.  ͡ Ten-year-old Dakota Fanning will play Fern, the girl at the centre of the film to be directed by 13 Going on 30 film-maker Gary Winick.",0.788235294117647
"summarize: Greek sprinters suspended by IAAF
 
 Greek sprinters Kostas Kenteris and Katerina Thanou have been suspended after failing to take drugs tests before the Athens Olympics.
 
 Athletics' ruling body the IAAF said explanations from the pair and their former coach as to why they missed the tests were ""unacceptable"". It added that Kenteris and Thanou had been ""provisionally suspended pending the resolution of their cases"". They face two-year bans if found guilty by the Greek Athletics Federation. The suspension also covers the athletes' controversial coach, Christos Tzekos. Kenteris, the 2000 Olympic 200m champion, and Thanou, the women's 100m silver medallist from the same Games in Sydney, also face a criminal hearing in Greece over the missed tests. They failed to appear to give samples in Chicago and Tel Aviv shortly before the Athens Games and again in Athens on 12 August, the eve of the opening ceremony. Greek prosecutors have also charged them with faking a midnight motorcycle crash which led to them spending four days in hospital. Some medical staff have been charged with writing false medical reports. Wednesday's statement said the Greek Federation (SEGAS) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.
 
 ""There will be a final right of appeal from the decision of the Greek Federation to the Court of Arbitration for Sport,"" the IAAF said. Tzekos insisted he and the runners had nothing to hide. ""The IAAF's decision means nothing,"" he said. ""We'll be presenting all our arguments to SEGAS - we're innocent.""
","""There will be a final right of appeal from the decision of the Greek Federation to the Court of Arbitration for Sport,"" the IAAF said.Greek sprinters Kostas Kenteris and Katerina Thanou have been suspended after failing to take drugs tests before the Athens Olympics.Wednesday's statement said the Greek Federation (SEGAS) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.Kenteris, the 2000 Olympic 200m champion, and Thanou, the women's 100m silver medallist from the same Games in Sydney, also face a criminal hearing in Greece over the missed tests.They face two-year bans if found guilty by the Greek Athletics Federation.Athletics' ruling body the IAAF said explanations from the pair and their former coach as to why they missed the tests were ""unacceptable"".","summarize: Greek sprinters suspended by IAAF. They face two-year bans if found guilty by the Greek Athletics Federation. The suspension also covers the athletes' controversial coach, Christos Tzekos. Kostas Kenteris, the 2000 Olympic 200m champion, and Katerina Thanou have been suspended after failing to take drugs tests before the Athens Olympics. He also faces a criminal hearing in Greece over the missed tests. They failed to appear to give samples in Chicago and Tel Aviv shortly before the 24 hours of the Athens Games and again in Athens on 12 August, the eve of the opening ceremony. Greek prosecutors have also charged them with the court of Arbitration for Sport. Tekos. Kenter",0.5294117647058824
